Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
"[18, 60]","['Non-Travel', 'Travel_Frequently', 'Travel_Rarely']","['Human Resources', 'Research & Development', 'Sales']","[1, 29]","[1, 5]","['Human Resources', 'Life Sciences', 'Marketing', 'Medical', 'Other', 'Technical Degree']","['Female', 'Male']","[1, 5]","['Healthcare Representative', 'Human Resources', 'Laboratory Technician', 'Manager', 'Manufacturing Director', 'Research Director', 'Research Scientist', 'Sales Executive', 'Sales Representative']","['Divorced', 'Married', 'Single']","[10090, 199990]","[0, 9]","[11, 25]","[0, 3]","[0, 40]","[0, 6]","[0, 40]","[0, 15]","[0, 17]","[1, 4]","[3, 4]","[1, 4]","[1, 4]","[1.0, 4.0]"
