Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageHoursWorked
"[18, 72]","['Non-Travel', 'Travel_Frequently', 'Travel_Rarely']","['Human Resources', 'Research & Development', 'Sales']","[1, 35]","[1, 5]","['Human Resources', 'Life Sciences', 'Marketing', 'Medical', 'Other', 'Technical Degree']","['Female', 'Male']","[1, 5]","['Healthcare Representative', 'Human Resources', 'Laboratory Technician', 'Manager', 'Manufacturing Director', 'Research Director', 'Research Scientist', 'Sales Executive', 'Sales Representative']","['Divorced', 'Married', 'Single']","[10090, 239988]","[0, 9]","[11, 30]","[0, 3]","[0, 9]","[0, 8]","[0, 48]","[0, 18]","[0, 21]","[1, 4]","[3, 4]","[1, 4]","[1, 4]","[1, 4]","[5, 14]"
